X	Y	 f	 g	h	n	t0	Likelihood
4	6	54.783284770894049	-0.010744556734916404	257.41041198437819	183.45792354839654	984.94366882041891	0.83761603517591787
4	7	39.666517004226044	-0.067187538176749939	15.23234395567604	61.252404578531809	89.966508476702785	0.87314614376712107
4	8	44.574543041326237	0.049142476797048487	-8.650801895958951	18.218546233289796	275.24849158918323	0.93590051702036969
4	9	40.697963639421495	0.03310714124790709	6.0897352278477417	8.6487754476412402	748.07644613799107	0.93841251381636548
5	0	43.082363654992861	-0.0015574809992136424	-18.416991979027067	1.8881055477669197	59.877498968815566	0.98287485004572117
5	1	22.326388691134724	0.0054500661639903802	-10.286695811583993	0.041286736974538663	155.9542689732545	0.98476946179013469
5	2	19.084034380112726	0.0050147504576544821	-6.9838088784308399	17.757200787942722	223.39693230474774	0.9682677788996481
5	3	40.957697115387823	-0.12369508044570879	5.1067389600967577	87.720374549848373	35.355525229837568	0.85042332103742879
5	4	39.561363444729402	-0.17122752321612222	14.705732444469245	99.622466110957504	12.259437129950303	0.76160898954175982
5	5	23.188666317199356	0.1793008025961173	-25.15666534202261	55.892842468049736	216.46653493198187	0.81635419882699856
5	6	89.95986657576924	-0.10315530349703735	-19.061531337129114	99.980487289077573	221.79084668271005	0.845468156657184
5	7	69.541416189922771	-0.1229779937759346	-19.969839047292716	43.149467075239478	1155.9790916875422	0.79074038200527563
5	8	56.400230801557399	-0.07378080066737247	-110.90302382649878	49.806365789802904	1212.2215011908763	0.85669555418642274
5	9	43.479408947151732	-0.086483127801392529	7.630705811346604	115.75115074303019	80.981682289665315	0.90907436027294442
6	0	-95.956973884410758	-0.022808477043063519	53.585491386840808	105.56386863595067	-306.01792714813479	0.98701573741005677
6	1	76.359829478549173	-0.042065985586221835	-29.415251197212537	29.17916943067674	-82.081839432539184	0.9807722744508921
6	2	35.914829021552023	-0.10992046402288154	9.2265107550301906	21.275121307814839	300.72275529540462	0.960188285765748
6	3	58.885874168772737	-0.20619251805516317	20.108418201576853	79.261933761754548	325.64457464896856	0.90695144349916101
6	4	-28.108703104932797	-0.16400439880149509	43.769810056882882	87.376191496182969	-170.62226167345364	0.79159516995266654
6	5	63.050368046553778	-0.2096544914370026	6.6600850503030733	152.35295588834629	-287.47337064139742	0.71749626926014276
6	6	63.607434412967642	0.019039838212240257	-25.267354106601253	52.449415122325661	202.67331214488269	0.90513050619611013
6	7	47.65134895079035	-0.1107719157070719	18.838149545500006	-23.582120731625793	213.01011342369165	0.85926158839481315
6	8	54.626086457869619	-0.1066476016137404	14.907354276932971	29.749667759406783	357.60051705948229	0.80982143016288344
6	9	55.093834144590907	-0.033365913470443521	-11.11884482223345	41.983579275365749	239.02679703183989	0.87582525901013208
7	0	64.662856803096702	-0.022946119698708772	-27.112080113110427	28.024970341287517	-101.39638822496684	0.99093986667903611
7	1	22.576006357488076	-0.061792797060831732	188.69489331418649	-99.491740860330069	-550.56063015746111	0.97317270512066534
7	2	-6.6337122137322329	-0.046188148998516095	12.582210914116823	-39.273805749424284	723.08431005307762	0.96487524715012007
7	3	13.192953882035201	-0.012421422139369857	17.405567957840301	-16.970452881449674	116.82275921912384	0.93838657055162322
7	4	60.906423073446796	-0.077306966987806813	-17.35802395813997	83.749117205028867	180.85698200752978	0.93240798244840772
7	5	31.888662660079529	0.068929513794057595	-20.818074814757651	85.926140514591651	194.87586990196868	0.84965958046712531
7	6	31.817177914941102	-0.18262616623537009	16.449592127101958	81.642069717935087	-368.78174150016366	0.74301630527960927
7	7	68.98271943836761	-0.21129920855504036	25.246943216157483	63.701735711313468	380.80362815040343	0.79430498173763953
7	8	6.2406096227481731	0.043470975655905811	22.54077339333617	-5.7591409716983843	207.10446655866619	0.93300956031666249
7	9	17.61975579882052	0.13501600366187655	-17.496888611112702	94.038543916144548	234.79590142498643	0.90023946768512675
8	0	9.8626621585549028	-0.027383024349252272	-39.445861022769719	11.70572389571363	471.1828870977813	0.98860481625249774
8	1	23.864827152274618	-0.025024391944707167	-6.5338612707582167	125.65409194012635	51.329535010799745	0.98864241764414029
8	2	18.251794316360943	-0.049900762082963665	8.7320134379370629	-5.7704821102432948	48.340054024356462	0.97039887627024268
8	3	33.576476616069094	0.011412734956843112	-15.890024381449022	0.56398767164304808	171.15852526016465	0.9787512145333056
8	4	10.030283567488146	-0.013651030509970213	18.856861845421339	-8.8330345200028546	162.19287274853798	0.96454826771713109
8	5	3.8681666605292162	0.026031463151394572	23.324399206452366	-8.5904859205146646	172.89909863537903	0.92177448756892411
8	6	52.882546506318221	-0.14675518394654574	247.78130120277061	75.5594110843534	606.51563155254644	0.82148806189901957
8	7	-22.798986373929683	-0.14334108778125249	40.640705562091881	57.179881882643073	-304.27038195623834	0.79367595588430984
8	8	26.446029520482274	0.14944332094935908	-22.201583861852729	76.682901266383155	221.36629045945719	0.82974122880845491
8	9	-16.901958060791515	-0.083604597098109329	42.385616035496895	65.33284499627888	-247.83280553186455	0.88982881897273169
9	0	6.5402122449326807	-0.015301216201347157	-188.65598253914607	-11.290940471179123	-343.9599146443561	0.99329266479411682
9	1	-9.8513237886828495	-0.02313684821509638	9.4870735334798404	-112.78278529746716	671.87122321977984	0.98689024875096354
9	2	20.95068054822816	-0.073424591733284889	10.401452846623442	104.08184174841684	337.67704146775191	0.98074793071989874
9	3	23.588406737136779	-0.07249704626397116	70.77373960861533	24.064745251926784	715.86189955159216	0.93955726309763798
9	4	-107.87988674069808	-0.10030434528400918	70.214217656885964	131.91225319449123	-704.80420566292094	0.91075782913624659
9	5	-93.963752892146658	-0.11923026270643444	66.851906023556012	44.965831832645371	-341.64880078258039	0.89051346808560949
9	6	45.205774695593902	-0.12300500407598841	-100.48766140696742	114.88598223111363	1052.080080010739	0.87114844133739733
9	7	64.84887561031627	-0.17121285878559761	12.014942533429245	208.97244116853909	346.48124870617477	0.86547338041776078
9	8	70.525138247288879	-0.12864805367822915	20.701659102086293	178.22702918016287	1191.269230962615	0.85376322476524158
9	9	42.44151013155566	-0.17526521533846751	28.177915293434879	21.900764420449253	91.794183712471806	0.91854452268819908
